AGS,Altersgruppe,Name,GueltigAb,GueltigBis,Einwohner,männlich,weiblich
03256,A00+,LK Nienburg (Weser),2020-10-08,2021-08-26,121390,,
03256,A00+,LK Nienburg (Weser),2021-08-27,2222-12-31,121645,60325,61320
03256,A00-A04,LK Nienburg (Weser),2021-08-27,2222-12-31,5653,2819,2834
03256,A05-A14,LK Nienburg (Weser),2021-08-27,2222-12-31,11306,5695,5611
03256,A15-A34,LK Nienburg (Weser),2021-08-27,2222-12-31,26021,13776,12245
03256,A35-A59,LK Nienburg (Weser),2021-08-27,2222-12-31,41762,21087,20675
03256,A60-A79,LK Nienburg (Weser),2021-08-27,2222-12-31,27731,13511,14220
03256,A80+,LK Nienburg (Weser),2021-08-27,2222-12-31,9172,3437,5735
03256,unbekannt,LK Nienburg (Weser),2020-01-01,2222-12-31,0,0,0
03257,A00+,LK Schaumburg,2020-01-01,2020-10-07,157781,,
03257,A00+,LK Schaumburg,2020-10-08,2021-08-26,157820,,
03257,A00+,LK Schaumburg,2021-08-27,2222-12-31,158406,77748,80658
03257,A00-A04,LK Schaumburg,2021-08-27,2222-12-31,6852,3489,3363
03257,A05-A14,LK Schaumburg,2021-08-27,2222-12-31,13526,6921,6605
03257,A15-A34,LK Schaumburg,2021-08-27,2222-12-31,32105,16772,15333
03257,A35-A59,LK Schaumburg,2021-08-27,2222-12-31,54681,27367,27314
03257,A60-A79,LK Schaumburg,2021-08-27,2222-12-31,37733,18098,19635
03257,A80+,LK Schaumburg,2021-08-27,2222-12-31,13509,5101,8408
03257,unbekannt,LK Schaumburg,2020-01-01,2222-12-31,0,0,0
03351,A00+,LK Celle,2020-01-01,2020-10-07,178936,,
03351,A00+,LK Celle,2020-10-08,2021-08-26,179011,,
03351,A00+,LK Celle,2021-08-27,2222-12-31,179386,88220,91166
03351,A00-A04,LK Celle,2021-08-27,2222-12-31,8519,4375,4144
03351,A05-A14,LK Celle,2021-08-27,2222-12-31,16965,8633,8332
03351,A15-A34,LK Celle,2021-08-27,2222-12-31,38106,19826,18280
03351,A35-A59,LK Celle,2021-08-27,2222-12-31,60252,30060,30192
03351,A60-A79,LK Celle,2021-08-27,2222-12-31,41989,20117,21872
03351,A80+,LK Celle,2021-08-27,2222-12-31,13555,5209,8346
03351,unbekannt,LK Celle,2020-01-01,2222-12-31,0,0,0
03352,A00+,LK Cuxhaven,2020-01-01,2020-10-07,198213,,
03352,A00+,LK Cuxhaven,2020-10-08,2021-08-26,198038,,
03352,A00+,LK Cuxhaven,2021-08-27,2222-12-31,198826,97159,101667
03352,A00-A04,LK Cuxhaven,2021-08-27,2222-12-31,8847,4534,4313
03352,A05-A14,LK Cuxhaven,2021-08-27,2222-12-31,17749,9185,8564
03352,A15-A34,LK Cuxhaven,2021-08-27,2222-12-31,38683,20023,18660
03352,A35-A59,LK Cuxhaven,2021-08-27,2222-12-31,67260,33028,34232
03352,A60-A79,LK Cuxhaven,2021-08-27,2222-12-31,50426,24189,26237
03352,A80+,LK Cuxhaven,2021-08-27,2222-12-31,15861,6200,9661
03352,unbekannt,LK Cuxhaven,2020-01-01,2222-12-31,0,0,0
03353,A00+,LK Harburg,2020-01-01,2020-10-07,252776,,
03353,A00+,LK Harburg,2020-10-08,2021-08-26,254431,,
03353,A00+,LK Harburg,2021-08-27,2222-12-31,256016,125995,130021
03353,A00-A04,LK Harburg,2021-08-27,2222-12-31,12306,6372,5934
03353,A05-A14,LK Harburg,2021-08-27,2222-12-31,24524,12609,11915
03353,A15-A34,LK Harburg,2021-08-27,2222-12-31,51012,26980,24032
03353,A35-A59,LK Harburg,2021-08-27,2222-12-31,92904,45564,47340
03353,A60-A79,LK Harburg,2021-08-27,2222-12-31,56839,26973,29866
03353,A80+,LK Harburg,2021-08-27,2222-12-31,18431,7497,10934
03353,unbekannt,LK Harburg,2020-01-01,2222-12-31,0,0,0
03354,A00+,LK Lüchow-Dannenberg,2020-01-01,2020-10-07,48424,,
03354,A00+,LK Lüchow-Dannenberg,2020-10-08,2021-08-26,48412,,
03354,A00+,LK Lüchow-Dannenberg,2021-08-27,2222-12-31,48503,23791,24712
03354,A00-A04,LK Lüchow-Dannenberg,2021-08-27,2222-12-31,1879,949,930
03354,A05-A14,LK Lüchow-Dannenberg,2021-08-27,2222-12-31,4065,2134,1931
03354,A15-A34,LK Lüchow-Dannenberg,2021-08-27,2222-12-31,8714,4631,4083
03354,A35-A59,LK Lüchow-Dannenberg,2021-08-27,2222-12-31,15976,7874,8102
03354,A60-A79,LK Lüchow-Dannenberg,2021-08-27,2222-12-31,13477,6476,7001
03354,A80+,LK Lüchow-Dannenberg,2021-08-27,2222-12-31,4392,1727,2665
03354,unbekannt,LK Lüchow-Dannenberg,2020-01-01,2222-12-31,0,0,0
03355,A00+,LK Lüneburg,2020-01-01,2020-10-07,183372,,
03355,A00+,LK Lüneburg,2020-10-08,2021-08-26,184139,,
03355,A00+,LK Lüneburg,2021-08-27,2222-12-31,184235,89914,94321
03355,A00-A04,LK Lüneburg,2021-08-27,2222-12-31,8607,4464,4143
03355,A05-A14,LK Lüneburg,2021-08-27,2222-12-31,17492,8924,8568
03355,A15-A34,LK Lüneburg,2021-08-27,2222-12-31,42565,21683,20882
03355,A35-A59,LK Lüneburg,2021-08-27,2222-12-31,65328,31965,33363
03355,A60-A79,LK Lüneburg,2021-08-27,2222-12-31,38475,18349,20126
03355,A80+,LK Lüneburg,2021-08-27,2222-12-31,11768,4529,7239
03355,unbekannt,LK Lüneburg,2020-01-01,2222-12-31,0,0,0
03356,A00+,LK Osterholz,2020-01-01,2020-10-07,113517,,
03356,A00+,LK Osterholz,2020-10-08,2021-08-26,113928,,
03356,A00+,LK Osterholz,2021-08-27,2222-12-31,114640,56217,58423
03356,A00-A04,LK Osterholz,2021-08-27,2222-12-31,5428,2786,2642
03356,A05-A14,LK Osterholz,2021-08-27,2222-12-31,10665,5546,5119
03356,A15-A34,LK Osterholz,2021-08-27,2222-12-31,21946,11408,10538
03356,A35-A59,LK Osterholz,2021-08-27,2222-12-31,40805,20059,20746
03356,A60-A79,LK Osterholz,2021-08-27,2222-12-31,27457,13054,14403
03356,A80+,LK Osterholz,2021-08-27,2222-12-31,8339,3364,4975
03356,unbekannt,LK Osterholz,2020-01-01,2222-12-31,0,0,0
03357,A00+,LK Rotenburg (Wümme),2020-01-01,2020-10-07,163455,,
03357,A00+,LK Rotenburg (Wümme),2020-10-08,2021-08-26,163782,,
03357,A00+,LK Rotenburg (Wümme),2021-08-27,2222-12-31,164486,82542,81944
03357,A00-A04,LK Rotenburg (Wümme),2021-08-27,2222-12-31,7690,3944,3746
03357,A05-A14,LK Rotenburg (Wümme),2021-08-27,2222-12-31,15090,7764,7326
03357,A15-A34,LK Rotenburg (Wümme),2021-08-27,2222-12-31,36662,19643,17019
03357,A35-A59,LK Rotenburg (Wümme),2021-08-27,2222-12-31,57398,28872,28526
03357,A60-A79,LK Rotenburg (Wümme),2021-08-27,2222-12-31,36534,17908,18626
03357,A80+,LK Rotenburg (Wümme),2021-08-27,2222-12-31,11112,4411,6701
03357,unbekannt,LK Rotenburg (Wümme),2020-01-01,2222-12-31,0,0,0
03358,A00+,LK Heidekreis,2020-01-01,2020-10-07,139755,,
03358,A00+,LK Heidekreis,2020-10-08,2021-08-26,140673,,
03358,A00+,LK Heidekreis,2021-08-27,2222-12-31,140885,70403,70482
03358,A00-A04,LK Heidekreis,2021-08-27,2222-12-31,6523,3367,3156
03358,A05-A14,LK Heidekreis,2021-08-27,2222-12-31,12999,6873,6126
03358,A15-A34,LK Heidekreis,2021-08-27,2222-12-31,31232,16880,14352
03358,A35-A59,LK Heidekreis,2021-08-27,2222-12-31,47846,23864,23982
03358,A60-A79,LK Heidekreis,2021-08-27,2222-12-31,31716,15321,16395
03358,A80+,LK Heidekreis,2021-08-27,2222-12-31,10569,4098,6471
03358,unbekannt,LK Heidekreis,2020-01-01,2222-12-31,0,0,0
03359,A00+,LK Stade,2020-01-01,2020-10-07,203102,,
03359,A00+,LK Stade,2020-10-08,2021-08-26,204512,,
03359,A00+,LK Stade,2021-08-27,2222-12-31,205357,102187,103170
03359,A00-A04,LK Stade,2021-08-27,2222-12-31,10368,5413,4955
03359,A05-A14,LK Stade,2021-08-27,2222-12-31,19895,10376,9519
03359,A15-A34,LK Stade,2021-08-27,2222-12-31,45229,23631,21598
03359,A35-A59,LK Stade,2021-08-27,2222-12-31,71197,35749,35448
03359,A60-A79,LK Stade,2021-08-27,2222-12-31,44997,21532,23465
03359,A80+,LK Stade,2021-08-27,2222-12-31,13671,5486,8185
03359,unbekannt,LK Stade,2020-01-01,2222-12-31,0,0,0
03360,A00+,LK Uelzen,2020-01-01,2020-10-07,92572,,
03360,A00+,LK Uelzen,2020-10-08,2021-08-26,92389,,
03360,A00+,LK Uelzen,2021-08-27,2222-12-31,92566,45215,47351
03360,A00-A04,LK Uelzen,2021-08-27,2222-12-31,3744,1898,1846
03360,A05-A14,LK Uelzen,2021-08-27,2222-12-31,7695,3915,3780
03360,A15-A34,LK Uelzen,2021-08-27,2222-12-31,18605,9691,8914
03360,A35-A59,LK Uelzen,2021-08-27,2222-12-31,31404,15535,15869
03360,A60-A79,LK Uelzen,2021-08-27,2222-12-31,22926,10968,11958
03360,A80+,LK Uelzen,2021-08-27,2222-12-31,8192,3208,4984
03360,unbekannt,LK Uelzen,2020-01-01,2222-12-31,0,0,0
03361,A00+,LK Verden,2020-01-01,2020-10-07,136792,,
03361,A00+,LK Verden,2020-10-08,2021-08-26,137133,,
03361,A00+,LK Verden,2021-08-27,2222-12-31,137574,67584,69990
03361,A00-A04,LK Verden,2021-08-27,2222-12-31,6874,3539,3335
03361,A05-A14,LK Verden,2021-08-27,2222-12-31,13342,6767,6575
03361,A15-A34,LK Verden,2021-08-27,2222-12-31,28871,14971,13900
03361,A35-A59,LK Verden,2021-08-27,2222-12-31,47279,23280,23999
03361,A60-A79,LK Verden,2021-08-27,2222-12-31,31610,15184,16426
03361,A80+,LK Verden,2021-08-27,2222-12-31,9598,3843,5755
03361,unbekannt,LK Verden,2020-01-01,2222-12-31,0,0,0
03401,A00+,SK Delmenhorst,2020-01-01,2020-10-07,77607,,
03401,A00+,SK Delmenhorst,2020-10-08,2021-08-26,77559,,
03401,A00+,SK Delmenhorst,2021-08-27,2222-12-31,77503,38272,39231
03401,A00-A04,SK Delmenhorst,2021-08-27,2222-12-31,4187,2131,2056
03401,A05-A14,SK Delmenhorst,2021-08-27,2222-12-31,7357,3811,3546
03401,A15-A34,SK Delmenhorst,2021-08-27,2222-12-31,17761,9303,8458
03401,A35-A59,SK Delmenhorst,2021-08-27,2222-12-31,25859,12956,12903
03401,A60-A79,SK Delmenhorst,2021-08-27,2222-12-31,16971,7920,9051
03401,A80+,SK Delmenhorst,2021-08-27,2222-12-31,5368,2151,3217
03401,unbekannt,SK Delmenhorst,2020-01-01,2222-12-31,0,0,0
03402,A00+,SK Emden,2020-01-01,2020-10-07,50195,,
03402,A00+,SK Emden,2020-10-08,2021-08-26,49913,,
03402,A00+,SK Emden,2021-08-27,2222-12-31,49874,24869,25005
03402,A00-A04,SK Emden,2021-08-27,2222-12-31,2341,1223,1118
03402,A05-A14,SK Emden,2021-08-27,2222-12-31,4540,2382,2158
03402,A15-A34,SK Emden,2021-08-27,2222-12-31,12544,6543,6001
03402,A35-A59,SK Emden,2021-08-27,2222-12-31,16433,8336,8097
03402,A60-A79,SK Emden,2021-08-27,2222-12-31,10661,5083,5578
03402,A80+,SK Emden,2021-08-27,2222-12-31,3355,1302,2053
03402,unbekannt,SK Emden,2020-01-01,2222-12-31,0,0,0
03403,A00+,SK Oldenburg,2020-01-01,2020-10-07,168210,,
03403,A00+,SK Oldenburg,2020-10-08,2021-08-26,169077,,
03403,A00+,SK Oldenburg,2021-08-27,2222-12-31,169605,81362,88243
03403,A00-A04,SK Oldenburg,2021-08-27,2222-12-31,7627,3808,3819
03403,A05-A14,SK Oldenburg,2021-08-27,2222-12-31,14142,7179,6963
03403,A15-A34,SK Oldenburg,2021-08-27,2222-12-31,48900,24379,24521
03403,A35-A59,SK Oldenburg,2021-08-27,2222-12-31,55497,26764,28733
03403,A60-A79,SK Oldenburg,2021-08-27,2222-12-31,33193,15374,17819
03403,A80+,SK Oldenburg,2021-08-27,2222-12-31,10246,3858,6388
03403,unbekannt,SK Oldenburg,2020-01-01,2222-12-31,0,0,0
03404,A00+,SK Osnabrück,2020-01-01,2020-10-07,164748,,
03404,A00+,SK Osnabrück,2020-10-08,2021-08-26,165251,,
03404,A00+,SK Osnabrück,2021-08-27,2222-12-31,164223,79475,84748
03404,A00-A04,SK Osnabrück,2021-08-27,2222-12-31,7325,3719,3606
03404,A05-A14,SK Osnabrück,2021-08-27,2222-12-31,13323,6791,6532
03404,A15-A34,SK Osnabrück,2021-08-27,2222-12-31,51262,25590,25672
03404,A35-A59,SK Osnabrück,2021-08-27,2222-12-31,51739,25681,26058
03404,A60-A79,SK Osnabrück,2021-08-27,2222-12-31,30013,13876,16137
03404,A80+,SK Osnabrück,2021-08-27,2222-12-31,10561,3818,6743
03404,unbekannt,SK Osnabrück,2020-01-01,2222-12-31,0,0,0
03405,A00+,SK Wilhelmshaven,2020-01-01,2020-10-07,76278,,
03405,A00+,SK Wilhelmshaven,2020-10-08,2021-08-26,76089,,
03405,A00+,SK Wilhelmshaven,2021-08-27,2222-12-31,75189,36914,38275
03405,A00-A04,SK Wilhelmshaven,2021-08-27,2222-12-31,3293,1693,1600
03405,A05-A14,SK Wilhelmshaven,2021-08-27,2222-12-31,5921,3032,2889
03405,A15-A34,SK Wilhelmshaven,2021-08-27,2222-12-31,18400,9905,8495
03405,A35-A59,SK Wilhelmshaven,2021-08-27,2222-12-31,22704,11230,11474
03405,A60-A79,SK Wilhelmshaven,2021-08-27,2222-12-31,18154,8428,9726
03405,A80+,SK Wilhelmshaven,2021-08-27,2222-12-31,6717,2626,4091
03405,unbekannt,SK Wilhelmshaven,2020-01-01,2222-12-31,0,0,0
03451,A00+,LK Ammerland,2020-01-01,2020-10-07,124071,,
03451,A00+,LK Ammerland,2020-10-08,2021-08-26,124859,,
03451,A00+,LK Ammerland,2021-08-27,2222-12-31,125643,61253,64390
03451,A00-A04,LK Ammerland,2021-08-27,2222-12-31,5891,2916,2975
03451,A05-A14,LK Ammerland,2021-08-27,2222-12-31,11765,6058,5707
03451,A15-A34,LK Ammerland,2021-08-27,2222-12-31,26300,13512,12788
03451,A35-A59,LK Ammerland,2021-08-27,2222-12-31,43314,21190,22124
03451,A60-A79,LK Ammerland,2021-08-27,2222-12-31,29096,13811,15285
03451,A80+,LK Ammerland,2021-08-27,2222-12-31,9277,3766,5511
03451,unbekannt,LK Ammerland,2020-01-01,2222-12-31,0,0,0
03452,A00+,LK Aurich,2020-01-01,2020-10-07,189848,,
03452,A00+,LK Aurich,2020-10-08,2021-08-26,189694,,
03452,A00+,LK Aurich,2021-08-27,2222-12-31,190178,93479,96699
03452,A00-A04,LK Aurich,2021-08-27,2222-12-31,8395,4320,4075
03452,A05-A14,LK Aurich,2021-08-27,2222-12-31,16970,8846,8124
03452,A15-A34,LK Aurich,2021-08-27,2222-12-31,40715,21264,19451
03452,A35-A59,LK Aurich,2021-08-27,2222-12-31,64702,31769,32933
03452,A60-A79,LK Aurich,2021-08-27,2222-12-31,46705,22407,24298
03452,A80+,LK Aurich,2021-08-27,2222-12-31,12691,4873,7818
03452,unbekannt,LK Aurich,2020-01-01,2222-12-31,0,0,0
03453,A00+,LK Cloppenburg,2020-01-01,2020-10-07,169348,,
03453,A00+,LK Cloppenburg,2020-10-08,2021-08-26,170682,,
03453,A00+,LK Cloppenburg,2021-08-27,2222-12-31,172632,87408,85224
03453,A00-A04,LK Cloppenburg,2021-08-27,2222-12-31,10009,5137,4872
03453,A05-A14,LK Cloppenburg,2021-08-27,2222-12-31,18598,9553,9045
03453,A15-A34,LK Cloppenburg,2021-08-27,2222-12-31,44921,23894,21027
03453,A35-A59,LK Cloppenburg,2021-08-27,2222-12-31,58833,30126,28707
03453,A60-A79,LK Cloppenburg,2021-08-27,2222-12-31,31234,15345,15889
03453,A80+,LK Cloppenburg,2021-08-27,2222-12-31,9037,3353,5684
03453,unbekannt,LK Cloppenburg,2020-01-01,2222-12-31,0,0,0
03454,A00+,LK Emsland,2020-01-01,2020-10-07,325657,,
03454,A00+,LK Emsland,2020-10-08,2021-08-26,326954,,
03454,A00+,LK Emsland,2021-08-27,2222-12-31,328930,166929,162001
03454,A00-A04,LK Emsland,2021-08-27,2222-12-31,17005,8671,8334
03454,A05-A14,LK Emsland,2021-08-27,2222-12-31,31930,16421,15509
03454,A15-A34,LK Emsland,2021-08-27,2222-12-31,78521,41957,36564
03454,A35-A59,LK Emsland,2021-08-27,2222-12-31,114227,58968,55259
03454,A60-A79,LK Emsland,2021-08-27,2222-12-31,68028,33425,34603
03454,A80+,LK Emsland,2021-08-27,2222-12-31,19219,7487,11732
03454,unbekannt,LK Emsland,2020-01-01,2222-12-31,0,0,0
03455,A00+,LK Friesland,2020-01-01,2020-10-07,98460,,
03455,A00+,LK Friesland,2020-10-08,2021-08-26,98704,,
03455,A00+,LK Friesland,2021-08-27,2222-12-31,98971,48233,50738
03455,A00-A04,LK Friesland,2021-08-27,2222-12-31,4319,2206,2113
03455,A05-A14,LK Friesland,2021-08-27,2222-12-31,8485,4425,4060
03455,A15-A34,LK Friesland,2021-08-27,2222-12-31,19611,10144,9467
03455,A35-A59,LK Friesland,2021-08-27,2222-12-31,33083,16057,17026
03455,A60-A79,LK Friesland,2021-08-27,2222-12-31,25085,12007,13078
03455,A80+,LK Friesland,2021-08-27,2222-12-31,8388,3394,4994
03455,unbekannt,LK Friesland,2020-01-01,2222-12-31,0,0,0
03456,A00+,LK Grafschaft Bentheim,2020-01-01,2020-10-07,136511,,
03456,A00+,LK Grafschaft Bentheim,2020-10-08,2021-08-26,137162,,
03456,A00+,LK Grafschaft Bentheim,2021-08-27,2222-12-31,137891,69038,68853
03456,A00-A04,LK Grafschaft Bentheim,2021-08-27,2222-12-31,6881,3524,3357
03456,A05-A14,LK Grafschaft Bentheim,2021-08-27,2222-12-31,13635,7012,6623
03456,A15-A34,LK Grafschaft Bentheim,2021-08-27,2222-12-31,31141,16363,14778
03456,A35-A59,LK Grafschaft Bentheim,2021-08-27,2222-12-31,47755,24131,23624
03456,A60-A79,LK Grafschaft Bentheim,2021-08-27,2222-12-31,29416,14456,14960
03456,A80+,LK Grafschaft Bentheim,2021-08-27,2222-12-31,9063,3552,5511
03456,unbekannt,LK Grafschaft Bentheim,2020-01-01,2222-12-31,0,0,0
03457,A00+,LK Leer,2020-01-01,2020-10-07,169809,,
03457,A00+,LK Leer,2020-10-08,2021-08-26,170756,,
03457,A00+,LK Leer,2021-08-27,2222-12-31,171483,85430,86053
03457,A00-A04,LK Leer,2021-08-27,2222-12-31,8424,4373,4051
03457,A05-A14,LK Leer,2021-08-27,2222-12-31,15895,8095,7800
03457,A15-A34,LK Leer,2021-08-27,2222-12-31,38928,20347,18581
03457,A35-A59,LK Leer,2021-08-27,2222-12-31,58786,29772,29014
03457,A60-A79,LK Leer,2021-08-27,2222-12-31,38400,18561,19839
03457,A80+,LK Leer,2021-08-27,2222-12-31,11050,4282,6768
03457,unbekannt,LK Leer,2020-01-01,2222-12-31,0,0,0
03458,A00+,LK Oldenburg,2020-01-01,2020-10-07,130144,,
03458,A00+,LK Oldenburg,2020-10-08,2021-08-26,130890,,
03458,A00+,LK Oldenburg,2021-08-27,2222-12-31,131467,65231,66236
03458,A00-A04,LK Oldenburg,2021-08-27,2222-12-31,6212,3252,2960
03458,A05-A14,LK Oldenburg,2021-08-27,2222-12-31,12113,6186,5927
03458,A15-A34,LK Oldenburg,2021-08-27,2222-12-31,28030,14745,13285
03458,A35-A59,LK Oldenburg,2021-08-27,2222-12-31,46909,23262,23647
03458,A60-A79,LK Oldenburg,2021-08-27,2222-12-31,29152,14179,14973
03458,A80+,LK Oldenburg,2021-08-27,2222-12-31,9051,3607,5444
03458,unbekannt,LK Oldenburg,2020-01-01,2222-12-31,0,0,0
03459,A00+,LK Osnabrück,2020-01-01,2020-10-07,357343,,
03459,A00+,LK Osnabrück,2020-10-08,2021-08-26,358080,,
03459,A00+,LK Osnabrück,2021-08-27,2222-12-31,359471,178390,181081
03459,A00-A04,LK Osnabrück,2021-08-27,2222-12-31,18241,9345,8896
03459,A05-A14,LK Osnabrück,2021-08-27,2222-12-31,34759,18035,16724
03459,A15-A34,LK Osnabrück,2021-08-27,2222-12-31,79660,41907,37753
03459,A35-A59,LK Osnabrück,2021-08-27,2222-12-31,124192,61989,62203
03459,A60-A79,LK Osnabrück,2021-08-27,2222-12-31,77216,37458,39758
03459,A80+,LK Osnabrück,2021-08-27,2222-12-31,25403,9656,15747
03459,unbekannt,LK Osnabrück,2020-01-01,2222-12-31,0,0,0
03460,A00+,LK Vechta,2020-01-01,2020-10-07,141598,,
03460,A00+,LK Vechta,2020-10-08,2021-08-26,142814,,
03460,A00+,LK Vechta,2021-08-27,2222-12-31,143698,72588,71110
03460,A00-A04,LK Vechta,2021-08-27,2222-12-31,8235,4138,4097
03460,A05-A14,LK Vechta,2021-08-27,2222-12-31,15192,7910,7282
03460,A15-A34,LK Vechta,2021-08-27,2222-12-31,37554,19650,17904
03460,A35-A59,LK Vechta,2021-08-27,2222-12-31,49494,25303,24191
03460,A60-A79,LK Vechta,2021-08-27,2222-12-31,25788,12801,12987
03460,A80+,LK Vechta,2021-08-27,2222-12-31,7435,2786,4649
03460,unbekannt,LK Vechta,2020-01-01,2222-12-31,0,0,0
03461,A00+,LK Wesermarsch,2020-01-01,2020-10-07,88624,,
03461,A00+,LK Wesermarsch,2020-10-08,2021-08-26,88583,,
03461,A00+,LK Wesermarsch,2021-08-27,2222-12-31,88524,44329,44195
03461,A00-A04,LK Wesermarsch,2021-08-27,2222-12-31,3990,2077,1913
03461,A05-A14,LK Wesermarsch,2021-08-27,2222-12-31,7582,3977,3605
03461,A15-A34,LK Wesermarsch,2021-08-27,2222-12-31,18887,9933,8954
03461,A35-A59,LK Wesermarsch,2021-08-27,2222-12-31,30221,15195,15026
03461,A60-A79,LK Wesermarsch,2021-08-27,2222-12-31,21133,10448,10685
03461,A80+,LK Wesermarsch,2021-08-27,2222-12-31,6711,2699,4012
03461,unbekannt,LK Wesermarsch,2020-01-01,2222-12-31,0,0,0
03462,A00+,LK Wittmund,2020-01-01,2020-10-07,56882,,
03462,A00+,LK Wittmund,2020-10-08,2021-08-26,56926,,
03462,A00+,LK Wittmund,2021-08-27,2222-12-31,57384,28124,29260
03462,A00-A04,LK Wittmund,2021-08-27,2222-12-31,2398,1224,1174
03462,A05-A14,LK Wittmund,2021-08-27,2222-12-31,5109,2660,2449
03462,A15-A34,LK Wittmund,2021-08-27,2222-12-31,11776,6118,5658
03462,A35-A59,LK Wittmund,2021-08-27,2222-12-31,19131,9390,9741
03462,A60-A79,LK Wittmund,2021-08-27,2222-12-31,14688,7046,7642
03462,A80+,LK Wittmund,2021-08-27,2222-12-31,4282,1686,2596
03462,unbekannt,LK Wittmund,2020-01-01,2222-12-31,0,0,0
04,A00+,Bremen,2020-01-01,2020-10-07,682986,,
04,A00+,Bremen,2020-10-08,2021-08-25,681202,,
04,A00+,Bremen,2021-08-26,2222-12-31,680130,336390,343740
04,A00-A04,Bremen,2021-08-26,2222-12-31,34066,17579,16487
04,A05-A14,Bremen,2021-08-26,2222-12-31,60149,31050,29099
04,A15-A34,Bremen,2021-08-26,2222-12-31,173022,90423,82599
04,A35-A59,Bremen,2021-08-26,2222-12-31,225344,114284,111060
04,A60-A79,Bremen,2021-08-26,2222-12-31,140177,65232,74945
04,A80+,Bremen,2021-08-26,2222-12-31,47372,17822,29550
04,unbekannt,Bremen,2020-01-01,2222-12-31,0,0,0
04011,A00+,SK Bremen,2020-01-01,2020-10-07,569352,,
04011,A00+,SK Bremen,2020-10-08,2021-08-26,567559,,
04011,A00+,SK Bremen,2021-08-27,2222-12-31,566573,279841,286732
04011,A00-A04,SK Bremen,2021-08-27,2222-12-31,28240,14575,13665
04011,A05-A14,SK Bremen,2021-08-27,2222-12-31,49120,25336,23784
04011,A15-A34,SK Bremen,2021-08-27,2222-12-31,145728,75985,69743
04011,A35-A59,SK Bremen,2021-08-27,2222-12-31,188831,95407,93424
04011,A60-A79,SK Bremen,2021-08-27,2222-12-31,115055,53596,61459
04011,A80+,SK Bremen,2021-08-27,2222-12-31,39599,14942,24657
04011,unbekannt,SK Bremen,2020-01-01,2222-12-31,0,0,0
04012,A00+,SK Bremerhaven,2020-01-01,2020-10-07,113634,,
04012,A00+,SK Bremerhaven,2020-10-08,2021-08-26,113643,,
04012,A00+,SK Bremerhaven,2021-08-27,2222-12-31,113557,56549,57008
04012,A00-A04,SK Bremerhaven,2021-08-27,2222-12-31,5826,3004,2822
04012,A05-A14,SK Bremerhaven,2021-08-27,2222-12-31,11029,5714,5315
04012,A15-A34,SK Bremerhaven,2021-08-27,2222-12-31,27294,14438,12856
04012,A35-A59,SK Bremerhaven,2021-08-27,2222-12-31,36513,18877,17636
04012,A60-A79,SK Bremerhaven,2021-08-27,2222-12-31,25122,11636,13486
04012,A80+,SK Bremerhaven,2021-08-27,2222-12-31,7773,2880,4893
04012,unbekannt,SK Bremerhaven,2020-01-01,2222-12-31,0,0,0
05,A00+,Nordrhein-Westfalen,2020-01-01,2020-10-07,17932651,,
05,A00+,Nordrhein-Westfalen,2020-10-08,2021-08-25,17947221,,
05,A00+,Nordrhein-Westfalen,2021-08-26,2222-12-31,17925570,8794888,9130682
05,A00-A04,Nordrhein-Westfalen,2021-08-26,2222-12-31,869901,446976,422925
05,A05-A14,Nordrhein-Westfalen,2021-08-26,2222-12-31,1640110,844615,795494
05,A15-A34,Nordrhein-Westfalen,2021-08-26,2222-12-31,4187386,2163009,2024377
05,A35-A59,Nordrhein-Westfalen,2021-08-26,2222-12-31,6140170,3057040,3083130
05,A60-A79,Nordrhein-Westfalen,2021-08-26,2222-12-31,3824993,1802562,2022434
05,A80+,Nordrhein-Westfalen,2021-08-26,2222-12-31,1263010,480686,782322
05,unbekannt,Nordrhein-Westfalen,2020-01-01,2222-12-31,0,0,0
05111,A00+,SK Düsseldorf,2020-01-01,2020-10-07,619294,,
05111,A00+,SK Düsseldorf,2020-10-08,2021-08-26,621877,,
05111,A00+,SK Düsseldorf,2021-08-27,2222-12-31,620523,299975,320548
05111,A00-A04,SK Düsseldorf,2021-08-27,2222-12-31,30778,15816,14962
05111,A05-A14,SK Düsseldorf,2021-08-27,2222-12-31,54471,28001,26470
05111,A15-A34,SK Düsseldorf,2021-08-27,2222-12-31,159967,77930,82037
05111,A35-A59,SK Düsseldorf,2021-08-27,2222-12-31,218892,110095,108797
05111,A60-A79,SK Düsseldorf,2021-08-27,2222-12-31,115628,52763,62865
05111,A80+,SK Düsseldorf,2021-08-27,2222-12-31,40787,15370,25417
05111,unbekannt,SK Düsseldorf,2020-01-01,2222-12-31,0,0,0
05112,A00+,SK Duisburg,2020-01-01,2020-10-07,498590,,
05112,A00+,SK Duisburg,2020-10-08,2021-08-26,498686,,
05112,A00+,SK Duisburg,2021-08-27,2222-12-31,495885,245244,250641
05112,A00-A04,SK Duisburg,2021-08-27,2222-12-31,25672,13278,12394
05112,A05-A14,SK Duisburg,2021-08-27,2222-12-31,46664,24060,22604
05112,A15-A34,SK Duisburg,2021-08-27,2222-12-31,121299,63169,58130
05112,A35-A59,SK Duisburg,2021-08-27,2222-12-31,167263,84730,82533
05112,A60-A79,SK Duisburg,2021-08-27,2222-12-31,100100,46956,53144
05112,A80+,SK Duisburg,2021-08-27,2222-12-31,34887,13051,21836
